class,class_scope,canonical_id,canonical_name,source_type,alias_count,rows_matched,target_rows,target_precision_pct,mentions_total,source_origin
Crustacean Shellfish,big9,shellfish__crayfish,Crayfish,workbook_existing,2,0,0,0.00,0,Allergen-Ingredient Map:169
Crustacean Shellfish,big9,shellfish__cuttlefish_ink,Cuttlefish ink,workbook_existing,1,0,0,0.00,0,Allergen-Ingredient Map:180
Crustacean Shellfish,big9,shellfish__ecrevisse,Ecrevisse,workbook_existing,2,0,0,0.00,0,Allergen-Ingredient Map:169
Crustacean Shellfish,big9,shellfish__krill,Krill,workbook_existing,2,0,0,0.00,0,Allergen-Ingredient Map:170
Crustacean Shellfish,big9,shellfish__krill_oil,Krill oil,workbook_existing,1,0,0,0.00,0,Allergen-Ingredient Map:171
Crustacean Shellfish,big9,shellfish__langouste,Langouste,workbook_existing,2,0,0,0.00,0,Allergen-Ingredient Map:172
Crustacean Shellfish,big9,shellfish__langoustine,Langoustine,workbook_existing,2,0,0,0.00,0,Allergen-Ingredient Map:172
Crustacean Shellfish,big9,shellfish__moreton_bay_bugs,Moreton bay bugs,workbook_existing,1,0,0,0.00,0,Allergen-Ingredient Map:173
Crustacean Shellfish,big9,shellfish__seafood_flavoring,Seafood flavoring,workbook_existing,1,0,0,0.00,0,Allergen-Ingredient Map:176
Crustacean Shellfish,big9,shellfish__tomalley,Tomalley,workbook_existing,2,0,0,0.00,0,Allergen-Ingredient Map:178
Sesame,big9,sesame__sesame_oil,Sesame oil,workbook_existing,1,1105,535,48.42,1190,Allergen-Ingredient Map:190
Sesame,big9,sesame__sesame_seed,Sesame seed,workbook_existing,1,860,324,37.67,904,Allergen-Ingredient Map:193
Sesame,big9,sesame__tahini,Tahini,workbook_existing,2,175,71,40.57,175,Allergen-Ingredient Map:198
Sesame,big9,sesame__sesame_flour,Sesame flour,workbook_existing,1,89,27,30.34,89,Allergen-Ingredient Map:189
Sesame,big9,sesame__sesame_paste,Sesame paste,workbook_existing,1,18,12,66.67,18,Allergen-Ingredient Map:191
Sesame,big9,sesame__hummus,Hummus,workbook_existing,2,55,9,16.36,57,Allergen-Ingredient Map:188
Sesame,big9,sesame__flavoring,Flavoring,workbook_existing,4,2,1,50.00,2,Allergen-Ingredient Map:201
Sesame,big9,sesame__benne,Benne,workbook_existing,2,0,0,0.00,0,Allergen-Ingredient Map:184
Sesame,big9,sesame__benne_seed,Benne seed,workbook_existing,1,0,0,0.00,0,Allergen-Ingredient Map:184
Sesame,big9,sesame__benniseed,Benniseed,workbook_existing,2,0,0,0.00,0,Allergen-Ingredient Map:184
Sesame,big9,sesame__gingelly,Gingelly,workbook_existing,2,0,0,0.00,0,Allergen-Ingredient Map:185
Sesame,big9,sesame__gingelly_oil,Gingelly oil,workbook_existing,1,0,0,0.00,0,Allergen-Ingredient Map:185
Sesame,big9,sesame__gomasio,Gomasio,workbook_existing,2,0,0,0.00,0,Allergen-Ingredient Map:186
Sesame,big9,sesame__halva,Halva,workbook_existing,2,0,0,0.00,0,Allergen-Ingredient Map:187
Sesame,big9,sesame__halvah,Halvah,workbook_existing,2,0,0,0.00,0,Allergen-Ingredient Map:187
Sesame,big9,sesame__natural_flavor,Natural flavor,workbook_existing,1,0,0,0.00,0,Allergen-Ingredient Map:201
Sesame,big9,sesame__sesame_salt,Sesame salt,workbook_existing,1,0,0,0.00,0,Allergen-Ingredient Map:192
Sesame,big9,sesame__sesamol,Sesamol,workbook_existing,2,0,0,0.00,0,Allergen-Ingredient Map:194
Sesame,big9,sesame__sesamum_indicum,Sesamum indicum,workbook_existing,1,0,0,0.00,0,Allergen-Ingredient Map:195
Sesame,big9,sesame__sesemolina,Sesemolina,workbook_existing,2,0,0,0.00,0,Allergen-Ingredient Map:196
Sesame,big9,sesame__sim_sim,Sim sim,workbook_existing,1,0,0,0.00,0,Allergen-Ingredient Map:197
Sesame,big9,sesame__spices,Spices,workbook_existing,2,0,0,0.00,0,Allergen-Ingredient Map:201
Sesame,big9,sesame__tahina,Tahina,workbook_existing,2,0,0,0.00,0,Allergen-Ingredient Map:198
Sesame,big9,sesame__teel,Teel,workbook_existing,2,0,0,0.00,0,Allergen-Ingredient Map:199
Sesame,big9,sesame__tehina,Tehina,workbook_existing,2,0,0,0.00,0,Allergen-Ingredient Map:198
Sesame,big9,sesame__til,Til,workbook_existing,1,0,0,0.00,0,Allergen-Ingredient Map:199
Sesame,big9,sesame__za_atar,Za'atar,workbook_existing,1,0,0,0.00,0,Allergen-Ingredient Map:200
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__malt,Malt,manual_seed,7,46408,28527,61.47,52829,manual_seed
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__barley,Barley,manual_seed,7,44602,28055,62.90,128149,manual_seed
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__gluten,Gluten,manual_seed,6,15402,9154,59.43,33869,manual_seed
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__oat,Oat,manual_seed,7,12725,5786,45.47,22306,manual_seed
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__durum,Durum,manual_seed,5,5187,3060,58.99,12105,manual_seed
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__semolina,Semolina,manual_seed,3,5854,2802,47.86,6910,manual_seed
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__rye,Rye,manual_seed,4,3165,2093,66.13,6258,manual_seed
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__triticale,Triticale,manual_seed,2,528,409,77.46,535,manual_seed
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__spelt,Spelt,manual_seed,3,368,282,76.63,548,manual_seed
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__kamut,Kamut,manual_seed,4,153,138,90.20,230,manual_seed
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__farro,Farro,manual_seed,2,48,34,70.83,70,manual_seed
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__einkorn,Einkorn,manual_seed,3,8,8,100.00,8,manual_seed
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__emmer,Emmer,manual_seed,2,6,6,100.00,6,manual_seed
