class,class_scope,canonical_id,alias,alias_norm,source_type,source_status,effective_status,active,rows_matched,target_rows,other_labeled_rows,target_precision_pct,target_exclusivity_pct,mentions_total,source_origin,decision_reason
Wheat,big9,wheat__flour,all purpose,all purpose,workbook_parenthetical,approved,approved,yes,167,102,65,61.08,61.08,183,Allergen-Ingredient Map:106,
Wheat,big9,wheat__cracker_meal,Cracker meal,cracker meal,workbook_existing,approved,approved,yes,192,91,101,47.40,47.40,192,Allergen-Ingredient Map:100,
Wheat,big9,wheat__kamut,Kamut,kamut,workbook_existing,approved,approved,yes,92,77,15,83.70,83.70,92,Allergen-Ingredient Map:108,
Wheat,big9,wheat__flour,Flour bread,flour bread,workbook_parenthetical,approved,approved,yes,142,75,67,52.82,52.82,142,Allergen-Ingredient Map:106,
Wheat,big9,wheat__couscous,Couscous,couscous,workbook_existing,approved,approved,yes,81,66,15,81.48,81.48,85,Allergen-Ingredient Map:99,
Wheat,big9,wheat__flour,pastry,pastry,workbook_parenthetical,approved,approved,yes,182,60,122,32.97,32.97,209,Allergen-Ingredient Map:106,
Wheat,big9,wheat__wheat,Wheat durum,wheat durum,workbook_parenthetical,approved,approved,yes,194,55,139,28.35,28.35,194,Allergen-Ingredient Map:118,
Wheat,big9,wheat__flour,Flour stone ground,flour stone ground,workbook_parenthetical,approved,approved,yes,63,49,14,77.78,77.78,63,Allergen-Ingredient Map:106,
Wheat,big9,wheat__flour,grahams,grahams,rule_variant,generated,generated,yes,52,48,4,92.31,92.31,52,rule_from_alias:245,
Wheat,big9,wheat__wheat,sprouts,sprouts,workbook_parenthetical,approved,approved,yes,154,40,114,25.97,25.97,158,Allergen-Ingredient Map:118,
Wheat,big9,wheat__flour,cakes,cakes,rule_variant,generated,generated,yes,39,39,0,100.00,100.00,40,rule_from_alias:251,
Wheat,big9,wheat__flour,high gluten,high gluten,workbook_parenthetical,approved,approved,yes,100,38,62,38.00,38.00,100,Allergen-Ingredient Map:106,
Wheat,big9,wheat__hydrolyzed_wheat_protein,Hydrolyzed wheat protein,hydrolyzed wheat protein,workbook_existing,approved,approved,yes,52,38,14,73.08,73.08,52,Allergen-Ingredient Map:107,
Wheat,big9,wheat__farina,Farina,farina,workbook_existing,approved,approved,yes,48,34,14,70.83,70.83,63,Allergen-Ingredient Map:104,
Wheat,big9,wheat__farro,Farro,farro,workbook_existing,approved,approved,yes,48,34,14,70.83,70.83,70,Allergen-Ingredient Map:105,
Wheat,big9,wheat__wheat,grass,grass,workbook_parenthetical,approved,approved,yes,68,27,41,39.71,39.71,79,Allergen-Ingredient Map:118,
Wheat,big9,wheat__sprouted_wheat,Sprouted wheat,sprouted wheat,workbook_existing,approved,approved,yes,37,27,10,72.97,72.97,37,Allergen-Ingredient Map:115,
Wheat,big9,wheat__flour,instant,instant,workbook_parenthetical,approved,approved,yes,241,24,217,9.96,9.96,241,Allergen-Ingredient Map:106,
Wheat,big9,wheat__flour,Flour graham,flour graham,workbook_parenthetical,approved,approved,yes,58,18,40,31.03,31.03,58,Allergen-Ingredient Map:106,
Wheat,big9,wheat__flour,soft wheat,soft wheat,workbook_parenthetical,approved,approved,yes,29,14,15,48.28,48.28,29,Allergen-Ingredient Map:106,
Wheat,big9,wheat__wheat,Wheat malt,wheat malt,workbook_parenthetical,approved,approved,yes,39,11,28,28.21,28.21,39,Allergen-Ingredient Map:118,
Wheat,big9,wheat__flour,Flour all purpose,flour all purpose,workbook_parenthetical,approved,approved,yes,13,10,3,76.92,76.92,13,Allergen-Ingredient Map:106,
Wheat,big9,wheat__wheat,sprout,sprout,rule_variant,generated,generated,yes,11,9,2,81.82,81.82,35,rule_from_alias:290,
Wheat,big9,wheat__einkorn,Einkorn,einkorn,workbook_existing,approved,approved,yes,8,8,0,100.00,100.00,8,Allergen-Ingredient Map:102,
Wheat,big9,wheat__wheat,malts,malts,rule_variant,generated,generated,yes,8,8,0,100.00,100.00,8,rule_from_alias:283,
Wheat,big9,wheat__whole_wheat_berries,Whole wheat berries,whole wheat berries,workbook_existing,approved,approved,yes,8,8,0,100.00,100.00,8,Allergen-Ingredient Map:123,
Wheat,big9,wheat__matzo,Matzo,matzo,workbook_existing,approved,approved,yes,8,6,2,75.00,75.00,8,Allergen-Ingredient Map:109,
Wheat,big9,wheat__emmer,Emmer,emmer,workbook_existing,approved,approved,yes,6,6,0,100.00,100.00,6,Allergen-Ingredient Map:103,
Wheat,big9,wheat__wheat,gras,gras,rule_variant,generated,generated,yes,6,5,1,83.33,83.33,6,rule_from_alias:287,
Wheat,big9,wheat__triticale,triticales,triticales,rule_variant,generated,generated,yes,4,4,0,100.00,100.00,4,rule_from_alias:273,
Wheat,big9,wheat__flour,self-rising,self rising,workbook_parenthetical,approved,approved,yes,3,3,0,100.00,100.00,3,Allergen-Ingredient Map:106,
Wheat,big9,wheat__wheat,Wheat grass,wheat grass,workbook_parenthetical,approved,approved,yes,7,2,5,28.57,28.57,7,Allergen-Ingredient Map:118,
Wheat,big9,wheat__seitan,Seitan,seitan,workbook_existing,approved,approved,yes,4,1,3,25.00,25.00,4,Allergen-Ingredient Map:112,
Wheat,big9,wheat__flour,Flour high gluten,flour high gluten,workbook_parenthetical,approved,approved,yes,5,0,5,0.00,0.00,5,Allergen-Ingredient Map:106,
Wheat,big9,wheat__flour,high protein,high protein,workbook_parenthetical,approved,approved,yes,5,0,5,0.00,0.00,10,Allergen-Ingredient Map:106,
Wheat,big9,wheat__wheat,germs,germs,rule_variant,generated,generated,yes,4,0,4,0.00,0.00,4,rule_from_alias:279,
Wheat,big9,wheat__flour,Flour cake,flour cake,workbook_parenthetical,approved,approved,yes,2,0,2,0.00,0.00,2,Allergen-Ingredient Map:106,
Wheat,big9,wheat__flour,Flour pastry,flour pastry,workbook_parenthetical,approved,approved,yes,2,0,2,0.00,0.00,2,Allergen-Ingredient Map:106,
Wheat,big9,wheat__matza,and meal,and meal,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:109,
Wheat,big9,wheat__wheat,brans,brans,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:282,
Wheat,big9,wheat__flour,breads,breads,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:243,
Wheat,big9,wheat__bulgur,bulgurs,bulgurs,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:219,
Wheat,big9,wheat__cereal_extract,Cereal extract,cereal extract,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:97,
Wheat,big9,wheat__club_wheat,Club wheat,club wheat,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:98,
Wheat,big9,wheat__couscous,couscou,couscou,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:222,
Wheat,big9,wheat__durum,durums,durums,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:224,
Wheat,big9,wheat__einkorn,einkorns,einkorns,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:225,
Wheat,big9,wheat__emmer,emmers,emmers,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:226,
Wheat,big9,wheat__flour,enricheds,enricheds,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:252,
Wheat,big9,wheat__farina,farinas,farinas,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:227,
Wheat,big9,wheat__farro,farros,farros,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:228,
Wheat,big9,wheat__flour,Flour high protein,flour high protein,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:106,
Wheat,big9,wheat__flour,Flour instant,flour instant,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:106,
Wheat,big9,wheat__flour,Flour self-rising,flour self rising,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:106,
Wheat,big9,wheat__flour,Flour soft wheat,flour soft wheat,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:106,
Wheat,big9,wheat__wheat,glutens,glutens,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:276,
Wheat,big9,wheat__flour,graham,graham,workbook_parenthetical,approved,demoted_auto,no,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:106,"Auto-demoted: support 1613, precision 0.107, exclusivity 0.107."
Wheat,big9,wheat__modified_food_starch,if wheat-derived,if wheat derived,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:110,
Wheat,big9,wheat__flour,instants,instants,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:239,
Wheat,big9,wheat__kamut,kamuts,kamuts,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:258,
Wheat,big9,wheat__matza,Matza,matza,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:109,
Wheat,big9,wheat__matza,Matza and meal,matza and meal,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:109,
Wheat,big9,wheat__matzah,Matzah,matzah,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:109,
Wheat,big9,wheat__matzah,matzahs,matzahs,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:261,
Wheat,big9,wheat__matza,matzas,matzas,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:262,
Wheat,big9,wheat__matzoh,Matzoh,matzoh,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:109,
Wheat,big9,wheat__matzoh,matzohs,matzohs,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:259,
Wheat,big9,wheat__matzo,matzos,matzos,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:260,
Wheat,big9,wheat__modified_food_starch,Modified food starch if wheat-derived,modified food starch if wheat derived,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:110,
Wheat,big9,wheat__pasta,pastas,pastas,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:268,
Wheat,big9,wheat__flour,pastrys,pastrys,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:247,
Wheat,big9,wheat__seitan,seitans,seitans,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:269,
Wheat,big9,wheat__semolina,semolinas,semolinas,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:270,
Wheat,big9,wheat__spelt,spelts,spelts,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:271,
Wheat,big9,wheat__wheat,starchs,starchs,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:277,
Wheat,big9,wheat__wheat_bran_hydrolysate,Wheat bran hydrolysate,wheat bran hydrolysate,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:119,
Wheat,big9,wheat__wheat_germ_oil,Wheat germ oil,wheat germ oil,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:120,
Wheat,big9,wheat__wheat,Wheat sprouts,wheat sprouts,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:118,
Soy,big9,soy__soy,flour,flour,workbook_parenthetical,approved,approved,yes,168622,129747,38875,76.95,76.95,395594,Allergen-Ingredient Map:129,
Soy,big9,soy__soybean,Soybean,soybean,workbook_existing,approved,approved,yes,95497,70000,25497,73.30,73.30,115170,Allergen-Ingredient Map:135,
Soy,big9,soy__soy,milk,milk,workbook_parenthetical,approved,approved,yes,75259,48794,26465,64.83,64.83,139976,Allergen-Ingredient Map:130,
Soy,big9,soy__soy,Soy,soy,workbook_existing,approved,approved,yes,49041,39393,9648,80.33,80.33,69679,Allergen-Ingredient Map:129,
Soy,big9,soy__soy,cheese,cheese,workbook_parenthetical,approved,approved,yes,35942,21511,14431,59.85,59.85,92418,Allergen-Ingredient Map:130,
Soy,big9,soy__soy_lecithin,Soy lecithin,soy lecithin,workbook_existing,approved,approved,yes,26348,21173,5175,80.36,80.36,33366,Allergen-Ingredient Map:131,
Soy,big9,soy__soy_protein,concentrate,concentrate,workbook_parenthetical,approved,approved,yes,18708,12020,6688,64.25,64.25,22347,Allergen-Ingredient Map:132,
Soy,big9,soy__soy_protein,Soy protein,soy protein,workbook_existing,approved,approved,yes,13956,11779,2177,84.40,84.40,17271,Allergen-Ingredient Map:132,
Soy,big9,soy__soy,Soy flour,soy flour,workbook_parenthetical,approved,approved,yes,7765,6775,990,87.25,87.25,8449,Allergen-Ingredient Map:129,
Soy,big9,soy__soy_protein,isolate,isolate,workbook_parenthetical,approved,approved,yes,6446,5206,1240,80.76,80.76,8681,Allergen-Ingredient Map:132,
Soy,big9,soy__soy,fiber,fiber,workbook_parenthetical,approved,approved,yes,6146,4903,1243,79.78,79.78,6690,Allergen-Ingredient Map:129,
Soy,big9,soy__soy_protein,Soy protein concentrate,soy protein concentrate,workbook_parenthetical,approved,approved,yes,6016,4888,1128,81.25,81.25,6831,Allergen-Ingredient Map:132,
Soy,big9,soy__soy_protein,Soy protein isolate,soy protein isolate,workbook_parenthetical,approved,approved,yes,4366,3858,508,88.36,88.36,4504,Allergen-Ingredient Map:132,
Soy,big9,soy__soy_protein,hydrolyzed,hydrolyzed,workbook_parenthetical,approved,approved,yes,4661,3529,1132,75.71,75.71,5280,Allergen-Ingredient Map:132,
Soy,big9,soy__soybean,soybeans,soybeans,rule_variant,generated,generated,yes,4536,3213,1323,70.83,70.83,5352,rule_from_alias:329,
Soy,big9,soy__soy_sauce,Soy sauce,soy sauce,workbook_existing,approved,approved,yes,4014,2792,1222,69.56,69.56,4676,Allergen-Ingredient Map:133,
Soy,big9,soy__textured_vegetable_protein,Textured vegetable protein,textured vegetable protein,workbook_existing,approved,approved,yes,2843,2563,280,90.15,90.15,2955,Allergen-Ingredient Map:138,
Soy,big9,soy__soy,ice cream,ice cream,workbook_parenthetical,approved,approved,yes,2126,2054,72,96.61,96.61,2128,Allergen-Ingredient Map:130,
Soy,big9,soy__textured_soy_flour,Textured soy flour,textured soy flour,workbook_existing,approved,approved,yes,1737,1578,159,90.85,90.85,1741,Allergen-Ingredient Map:138,
Soy,big9,soy__soy,cheeses,cheeses,rule_variant,generated,generated,yes,1242,940,302,75.68,75.68,1411,rule_from_alias:316,
Soy,big9,soy__defatted_soy_flour,Defatted Soy Flour,defatted soy flour,manual_seed,approved,approved,yes,867,757,110,87.31,87.31,867,manual_seed,
Soy,big9,soy__expeller_pressed,expeller pressed),expeller pressed,workbook_existing,approved,approved,yes,1557,745,812,47.85,47.85,1704,Allergen-Ingredient Map:135,
Soy,big9,soy__soy,yogurt,yogurt,workbook_parenthetical,approved,approved,yes,1560,738,822,47.31,47.31,2340,Allergen-Ingredient Map:130,
Soy,big9,soy__soy,nuts,nuts,workbook_parenthetical,approved,approved,yes,852,586,266,68.78,68.78,894,Allergen-Ingredient Map:129,
Soy,big9,soy__soybean_lecithin,Soybean Lecithin,soybean lecithin,manual_seed,approved,approved,yes,495,365,130,73.74,73.74,519,manual_seed,
Soy,big9,soy__soy_protein,concentrates,concentrates,rule_variant,generated,generated,yes,523,293,230,56.02,56.02,586,rule_from_alias:321,
Soy,big9,soy__edamame,Edamame,edamame,workbook_existing,approved,approved,yes,327,253,74,77.37,77.37,351,Allergen-Ingredient Map:125,
Soy,big9,soy__soy,Soy fiber,soy fiber,workbook_parenthetical,approved,approved,yes,243,221,22,90.95,90.95,248,Allergen-Ingredient Map:129,
Soy,big9,soy__miso,Miso,miso,workbook_existing,approved,approved,yes,261,190,71,72.80,72.80,285,Allergen-Ingredient Map:126,
Soy,big9,soy__soy,grits,grits,workbook_parenthetical,approved,approved,yes,281,145,136,51.60,51.60,343,Allergen-Ingredient Map:129,
Soy,big9,soy__tamari,Tamari,tamari,workbook_existing,approved,approved,yes,303,140,163,46.20,46.20,311,Allergen-Ingredient Map:136,
Soy,big9,soy__tofu,Tofu,tofu,workbook_existing,approved,approved,yes,169,122,47,72.19,72.19,182,Allergen-Ingredient Map:139,
Soy,big9,soy__soy_protein,Soy protein hydrolyzed,soy protein hydrolyzed,workbook_parenthetical,approved,approved,yes,117,111,6,94.87,94.87,117,Allergen-Ingredient Map:132,
Soy,big9,soy__soy,sprouts,sprouts,workbook_parenthetical,approved,approved,yes,154,105,49,68.18,68.18,158,Allergen-Ingredient Map:129,
Soy,big9,soy__soy,Soy milk,soy milk,workbook_parenthetical,approved,approved,yes,149,75,74,50.34,50.34,157,Allergen-Ingredient Map:130,
Soy,big9,soy__soy,Soy grits,soy grits,workbook_parenthetical,approved,approved,yes,47,27,20,57.45,57.45,47,Allergen-Ingredient Map:129,
Soy,big9,soy__soy,Soy nuts,soy nuts,workbook_parenthetical,approved,approved,yes,31,26,5,83.87,83.87,32,Allergen-Ingredient Map:129,
Soy,big9,soy__soy,grit,grit,rule_variant,generated,generated,yes,18,18,0,100.00,100.00,18,rule_from_alias:308,
Soy,big9,soy__soy_isolate,Soy Isolate,soy isolate,manual_seed,approved,approved,yes,10,10,0,100.00,100.00,10,manual_seed,
Soy,big9,soy__soy,sprout,sprout,rule_variant,generated,generated,yes,11,8,3,72.73,72.73,35,rule_from_alias:309,
Soy,big9,soy__soy,fibers,fibers,rule_variant,generated,generated,yes,11,5,6,45.45,45.45,11,rule_from_alias:310,
Soy,big9,soy__tofu,soybean curd,soybean curd,workbook_parenthetical,approved,approved,yes,3,3,0,100.00,100.00,3,Allergen-Ingredient Map:139,
Soy,big9,soy__textured_vegetable_protein,TVP,tvp,workbook_parenthetical,approved,approved,yes,5,2,3,40.00,40.00,5,Allergen-Ingredient Map:138,
Soy,big9,soy__bean_curd,Bean curd,bean curd,workbook_existing,approved,approved,yes,1,1,0,100.00,100.00,1,Allergen-Ingredient Map:124,
Soy,big9,soy__defatted_soy_flour,Defatted Soybean Flour,defatted soybean flour,manual_seed,approved,approved,yes,1,1,0,100.00,100.00,1,manual_seed,
Soy,big9,soy__soy,Soy ice cream,soy ice cream,workbook_parenthetical,approved,approved,yes,1,1,0,100.00,100.00,1,Allergen-Ingredient Map:130,
Soy,big9,soy__soy_protein,isolates,isolates,rule_variant,generated,generated,yes,15,0,15,0.00,0.00,15,rule_from_alias:322,
Soy,big9,soy__tempeh,Tempeh,tempeh,workbook_existing,approved,approved,yes,6,0,6,0.00,0.00,6,Allergen-Ingredient Map:137,
Soy,big9,soy__edamame,edamames,edamames,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:296,
Soy,big9,soy__soy_protein,hydrolyzeds,hydrolyzeds,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:326,
Soy,big9,soy__miso,misos,misos,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:297,
Soy,big9,soy__natto,Natto,natto,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:127,
Soy,big9,soy__natto,nattos,nattos,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:298,
Soy,big9,soy__shoyu_sauce,Shoyu sauce,shoyu sauce,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:128,
Soy,big9,soy__soy,Soy cheese,soy cheese,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:130,
Soy,big9,soy__soy,Soy sprouts,soy sprouts,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:129,
Soy,big9,soy__soy,Soy yogurt,soy yogurt,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:130,
Soy,big9,soy__soya,Soya,soya,workbook_existing,approved,demoted_auto,no,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:134,"Auto-demoted: support 760, precision 0.296, exclusivity 0.296."
Soy,big9,soy__soya,soyas,soyas,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:328,
Soy,big9,soy__soybean_oil_cold_pressed,Soybean oil (cold pressed,soybean oil cold pressed,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:135,
Soy,big9,soy__soy_isolate,Soybean Protein Isolate,soybean protein isolate,manual_seed,approved,approved,yes,0,0,0,0.00,0.00,0,manual_seed,
Soy,big9,soy__tamari,tamaris,tamaris,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:332,
Soy,big9,soy__tempeh,tempehs,tempehs,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:333,
Soy,big9,soy__textured_soy_flour,Textured soy flour TSF,textured soy flour tsf,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:138,
Soy,big9,soy__textured_vegetable_protein,Textured vegetable protein TVP,textured vegetable protein tvp,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:138,
Soy,big9,soy__tofu,Tofu soybean curd,tofu soybean curd,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:139,
Soy,big9,soy__tofu,tofus,tofus,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:340,
Soy,big9,soy__textured_soy_flour,TSF,tsf,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:138,
Soy,big9,soy__soy,yogurts,yogurts,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:317,
Fish,big9,fish__pollock,Pollock,pollock,workbook_existing,approved,approved,yes,2287,749,1538,32.75,32.75,2372,Allergen-Ingredient Map:157,
Fish,big9,fish__anchovy,Anchovy,anchovy,workbook_existing,approved,approved,yes,358,90,268,25.14,25.14,404,Allergen-Ingredient Map:140,
Fish,big9,fish__sardine,Sardines,sardines,manual_seed,approved,approved,yes,49,48,1,97.96,97.96,53,manual_seed,
Fish,big9,fish__surimi,Surimi,surimi,workbook_existing,approved,approved,yes,377,40,337,10.61,10.61,379,Allergen-Ingredient Map:161,
Fish,big9,fish__fish_stock,Fish stock,fish stock,workbook_existing,approved,approved,yes,44,33,11,75.00,75.00,44,Allergen-Ingredient Map:147,
Fish,big9,fish__fish_sauce,Fish sauce,fish sauce,workbook_existing,approved,approved,yes,56,30,26,53.57,53.57,56,Allergen-Ingredient Map:146,
Fish,big9,fish__haddock,Haddock,haddock,workbook_existing,approved,approved,yes,112,29,83,25.89,25.89,114,Allergen-Ingredient Map:150,
Fish,big9,fish__tilapia,Tilapia,tilapia,workbook_existing,approved,approved,yes,206,23,183,11.17,11.17,215,Allergen-Ingredient Map:163,
Fish,big9,fish__fish_oil,Fish oil,fish oil,workbook_existing,approved,approved,yes,28,23,5,82.14,82.14,28,Allergen-Ingredient Map:145,
Fish,big9,fish__sardine,Sardine,sardine,manual_seed,approved,approved,yes,22,17,5,77.27,77.27,25,manual_seed,
Fish,big9,fish__mackerel,Mackerel,mackerel,manual_seed,approved,approved,yes,14,14,0,100.00,100.00,14,manual_seed,
Fish,big9,fish__fish_gelatin,Fish gelatin,fish gelatin,workbook_existing,approved,approved,yes,26,9,17,34.62,34.62,26,Allergen-Ingredient Map:144,
Fish,big9,fish__sole,Sole,sole,workbook_existing,approved,approved,yes,73,7,66,9.59,9.59,73,Allergen-Ingredient Map:160,
Fish,big9,fish__flounder,Flounder,flounder,workbook_existing,approved,approved,yes,137,6,131,4.38,4.38,138,Allergen-Ingredient Map:148,
Fish,big9,fish__trout,Trout,trout,workbook_existing,approved,approved,yes,5,5,0,100.00,100.00,9,Allergen-Ingredient Map:164,
Fish,big9,fish__fish_broth,Fish broth,fish broth,workbook_existing,approved,approved,yes,4,4,0,100.00,100.00,4,Allergen-Ingredient Map:147,
Fish,big9,fish__swordfish,Swordfish,swordfish,workbook_existing,approved,approved,yes,4,4,0,100.00,100.00,4,Allergen-Ingredient Map:162,
Fish,big9,fish__mahi_mahi,Mahi-mahi,mahi mahi,workbook_existing,approved,approved,yes,15,1,14,6.67,6.67,16,Allergen-Ingredient Map:153,
Fish,big9,fish__pike,Pike,pike,workbook_existing,approved,approved,yes,1,1,0,100.00,100.00,1,Allergen-Ingredient Map:156,
Fish,big9,fish__snapper,Snapper,snapper,workbook_existing,approved,approved,yes,1,1,0,100.00,100.00,1,Allergen-Ingredient Map:159,
Fish,big9,fish__catfish,Catfish,catfish,workbook_existing,approved,approved,yes,10,0,10,0.00,0.00,10,Allergen-Ingredient Map:142,
Fish,big9,fish__halibut,Halibut,halibut,workbook_existing,approved,approved,yes,3,0,3,0.00,0.00,6,Allergen-Ingredient Map:151,
Fish,big9,fish__bass,Bass,bass,workbook_existing,approved,approved,yes,1,0,1,0.00,0.00,1,Allergen-Ingredient Map:141,
Fish,big9,fish__anchovy,anchovys,anchovys,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:343,
Fish,big9,fish__catfish,catfishs,catfishs,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:345,
Fish,big9,fish__cod,Cod,cod,workbook_existing,approved,demoted_auto,no,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:143,"Auto-demoted: support 443, precision 0.260, exclusivity 0.260."
Fish,big9,fish__omega_3_supplements,fish-based,fish based,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:154,
Fish,big9,fish__flounder,flounders,flounders,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:352,
Fish,big9,fish__grouper,Grouper,grouper,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:149,
Fish,big9,fish__grouper,groupers,groupers,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:353,
Fish,big9,fish__haddock,haddocks,haddocks,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:354,
Fish,big9,fish__halibut,halibuts,halibuts,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:355,
Fish,big9,fish__surimi,imitation crab,imitation crab,workbook_parenthetical,approved,demoted_auto,no,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:161,"Auto-demoted: support 450, precision 0.300, exclusivity 0.300."
Fish,big9,fish__isinglass,isinglas,isinglas,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:356,
Fish,big9,fish__isinglass,Isinglass,isinglass,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:152,
Fish,big9,fish__mackerel,mackerels,mackerels,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:464,
Fish,big9,fish__omega_3_supplements,Omega-3 supplements,omega 3 supplements,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:154,
Fish,big9,fish__omega_3_supplements,Omega-3 supplements fish-based,omega 3 supplements fish based,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:154,
Fish,big9,fish__perch,Perch,perch,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:155,
