class,class_scope,canonical_id,alias,alias_norm,source_type,source_status,effective_status,active,rows_matched,target_rows,other_labeled_rows,target_precision_pct,target_exclusivity_pct,mentions_total,source_origin,decision_reason
Egg,big9,egg__egg,solids,solids,workbook_parenthetical,approved,demoted_auto,no,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:32,"Auto-demoted: support 13950, precision 0.152, exclusivity 0.152."
Egg,big9,egg__surimi,surimis,surimis,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:119,
Egg,big9,egg__egg,white,white,workbook_parenthetical,approved,demoted_auto,no,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:32,"Auto-demoted: support 18257, precision 0.205, exclusivity 0.205."
Egg,big9,egg__egg,yolk,yolk,workbook_parenthetical,approved,demoted_auto,no,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:32,"Auto-demoted: support 2470, precision 0.238, exclusivity 0.238."
Egg,big9,egg__egg,yolks,yolks,rule_variant,generated,demoted_auto,no,0,0,0,0.00,0.00,0,rule_from_alias:86,"Auto-demoted: support 4277, precision 0.282, exclusivity 0.282."
Peanut,big9,peanut__peanut_butter,Peanut butter,peanut butter,workbook_existing,approved,approved,yes,6967,4567,2400,65.55,65.55,7888,Allergen-Ingredient Map:60,
Peanut,big9,peanut__arachis_oil,peanut oil,peanut oil,workbook_parenthetical,approved,approved,yes,1445,571,874,39.52,39.52,1586,Allergen-Ingredient Map:49,
Peanut,big9,peanut__peanut_flour,Peanut flour,peanut flour,workbook_existing,approved,approved,yes,896,513,383,57.25,57.25,1070,Allergen-Ingredient Map:61,
Peanut,big9,peanut__mixed_nuts,Mixed nuts,mixed nuts,workbook_existing,approved,approved,yes,14,8,6,57.14,57.14,14,Allergen-Ingredient Map:56,
Peanut,big9,peanut__peanut_meal,Peanut meal,peanut meal,workbook_existing,approved,approved,yes,49,3,46,6.12,6.12,49,Allergen-Ingredient Map:61,
Peanut,big9,peanut__nut_pieces,Nut pieces,nut pieces,workbook_existing,approved,approved,yes,1,1,0,100.00,100.00,1,Allergen-Ingredient Map:59,
Peanut,big9,peanut__beer_nuts,Beer nuts,beer nuts,workbook_existing,approved,approved,yes,40,0,40,0.00,0.00,40,Allergen-Ingredient Map:51,
Peanut,big9,peanut__cold_pressed,Cold pressed,cold pressed,workbook_existing,approved,approved,yes,8,0,8,0.00,0.00,8,Allergen-Ingredient Map:52,
Peanut,big9,peanut__lupin,Lupin,lupin,workbook_existing,approved,approved,yes,2,0,2,0.00,0.00,2,Allergen-Ingredient Map:63,
Peanut,big9,peanut__lupine,Lupine,lupine,workbook_existing,approved,approved,yes,1,0,1,0.00,0.00,1,Allergen-Ingredient Map:63,
Peanut,big9,peanut__arachis_oil,Arachis oil,arachis oil,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:49,
Peanut,big9,peanut__arachis_oil,Arachis oil peanut oil,arachis oil peanut oil,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:49,
Peanut,big9,peanut__artificial_nuts,Artificial nuts,artificial nuts,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:50,
Peanut,big9,peanut__lupin,cross-reactive,cross reactive,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:63,
Peanut,big9,peanut__expeller_pressed,Expeller pressed,expeller pressed,workbook_existing,approved,demoted_auto,no,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:52,"Auto-demoted: support 1557, precision 0.031, exclusivity 0.031."
Peanut,big9,peanut__extruded_peanut_oil,Extruded peanut oil,extruded peanut oil,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:52,
Peanut,big9,peanut__goobers,goober,goober,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:128,
Peanut,big9,peanut__goober_nuts,Goober nuts,goober nuts,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:53,
Peanut,big9,peanut__goober_peas,Goober peas,goober peas,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:53,
Peanut,big9,peanut__goobers,Goobers,goobers,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:53,
Peanut,big9,peanut__ground_nuts,Ground nuts,ground nuts,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:54,
Peanut,big9,peanut__lupin,Lupin cross-reactive,lupin cross reactive,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:63,
Peanut,big9,peanut__lupine,lupines,lupines,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:142,
Peanut,big9,peanut__lupin,lupins,lupins,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:143,
Peanut,big9,peanut__mandelonas,mandelona,mandelona,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:132,
Peanut,big9,peanut__mandelonas,Mandelonas,mandelonas,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:55,
Peanut,big9,peanut__monkey_nuts,Monkey nuts,monkey nuts,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:57,
Peanut,big9,peanut__nu_nuts,Nu-Nuts,nu nuts,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:58,
Peanut,big9,peanut__nut_meat,Nut meat,nut meat,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:59,
Peanut,big9,peanut__peanut_protein_hydrolysate,Peanut protein hydrolysate,peanut protein hydrolysate,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:62,
Tree Nut,big9,tree_nut__almond,almonds,almonds,rule_variant,generated,generated,yes,5192,1819,3373,35.03,35.03,5896,rule_from_alias:146,
Tree Nut,big9,tree_nut__almond,Almond,almond,workbook_existing,approved,approved,yes,1071,669,402,62.46,62.46,1110,Allergen-Ingredient Map:64,
Tree Nut,big9,tree_nut__cashew,cashews,cashews,rule_variant,generated,generated,yes,1259,379,880,30.10,30.10,1403,rule_from_alias:153,
Tree Nut,big9,tree_nut__coconut_milk,Coconut Milk,coconut milk,manual_seed,approved,approved,yes,503,364,139,72.37,72.37,581,manual_seed,
Tree Nut,big9,tree_nut__natural_nut_extract,walnuts,walnuts,rule_variant,generated,generated,yes,977,295,682,30.19,30.19,1004,rule_from_alias:173,
Tree Nut,big9,tree_nut__hazelnut,hazelnuts,hazelnuts,rule_variant,generated,generated,yes,644,245,399,38.04,38.04,653,rule_from_alias:158,
Tree Nut,big9,tree_nut__almond_milk,Almond Milk,almond milk,manual_seed,approved,approved,yes,152,118,34,77.63,77.63,153,manual_seed,
Tree Nut,big9,tree_nut__cashew,Cashew,cashew,workbook_existing,approved,approved,yes,138,99,39,71.74,71.74,145,Allergen-Ingredient Map:69,
Tree Nut,big9,tree_nut__hazelnut,Hazelnut,hazelnut,workbook_existing,approved,approved,yes,144,90,54,62.50,62.50,154,Allergen-Ingredient Map:72,
Tree Nut,big9,tree_nut__pecan,Pecan,pecan,workbook_existing,approved,approved,yes,149,78,71,52.35,52.35,159,Allergen-Ingredient Map:86,
Tree Nut,big9,tree_nut__almond_milk,Almondmilk,almondmilk,manual_seed,approved,approved,yes,69,69,0,100.00,100.00,79,manual_seed,
Tree Nut,big9,tree_nut__natural_nut_extract,walnut,walnut,workbook_parenthetical,approved,approved,yes,88,66,22,75.00,75.00,88,Allergen-Ingredient Map:80,
Tree Nut,big9,tree_nut__nut_butters,pistachios,pistachios,rule_variant,generated,generated,yes,192,57,135,29.69,29.69,193,rule_from_alias:178,
Tree Nut,big9,tree_nut__cashew_butter,Cashew butter,cashew butter,workbook_existing,approved,approved,yes,49,39,10,79.59,79.59,49,Allergen-Ingredient Map:69,
Tree Nut,big9,tree_nut__nut_butters,pistachio,pistachio,workbook_parenthetical,approved,approved,yes,44,32,12,72.73,72.73,48,Allergen-Ingredient Map:82,
Tree Nut,big9,tree_nut__praline,Praline,praline,workbook_existing,approved,approved,yes,48,28,20,58.33,58.33,53,Allergen-Ingredient Map:91,
Tree Nut,big9,tree_nut__brazil_nut,Brazil nut,brazil nut,workbook_existing,approved,approved,yes,26,26,0,100.00,100.00,26,Allergen-Ingredient Map:67,
Tree Nut,big9,tree_nut__macadamia_nut,Macadamia nut,macadamia nut,workbook_existing,approved,approved,yes,23,23,0,100.00,100.00,23,Allergen-Ingredient Map:77,
Tree Nut,big9,tree_nut__pine_nut,Pine nut,pine nut,workbook_existing,approved,approved,yes,23,23,0,100.00,100.00,23,Allergen-Ingredient Map:89,
Tree Nut,big9,tree_nut__coconut,coconuts,coconuts,rule_variant,generated,generated,yes,25,20,5,80.00,80.00,26,rule_from_alias:217,
Tree Nut,big9,tree_nut__filbert,filberts,filberts,rule_variant,generated,generated,yes,53,19,34,35.85,35.85,53,rule_from_alias:157,
Tree Nut,big9,tree_nut__marzipan,Marzipan,marzipan,workbook_existing,approved,approved,yes,16,16,0,100.00,100.00,16,Allergen-Ingredient Map:78,
Tree Nut,big9,tree_nut__butternut,Butternut,butternut,workbook_existing,approved,approved,yes,348,14,334,4.02,4.02,372,Allergen-Ingredient Map:68,
Tree Nut,big9,tree_nut__almond_extract,Almond extract,almond extract,workbook_existing,approved,approved,yes,18,10,8,55.56,55.56,18,Allergen-Ingredient Map:64,
Tree Nut,big9,tree_nut__nougat,Nougat,nougat,workbook_existing,approved,approved,yes,20,8,12,40.00,40.00,20,Allergen-Ingredient Map:81,
Tree Nut,big9,tree_nut__pesto,Pesto,pesto,workbook_existing,approved,approved,yes,98,7,91,7.14,7.14,111,Allergen-Ingredient Map:87,
Tree Nut,big9,tree_nut__almond_paste,Almond paste,almond paste,workbook_existing,approved,approved,yes,17,6,11,35.29,35.29,17,Allergen-Ingredient Map:64,
Tree Nut,big9,tree_nut__walnut,California,california,workbook_parenthetical,approved,approved,yes,108,4,104,3.70,3.70,131,Allergen-Ingredient Map:93,
Tree Nut,big9,tree_nut__walnut,Japanese,japanese,workbook_parenthetical,approved,approved,yes,37,4,33,10.81,10.81,41,Allergen-Ingredient Map:93,
Tree Nut,big9,tree_nut__nut_oils,almond oil,almond oil,workbook_parenthetical,approved,approved,yes,6,4,2,66.67,66.67,6,Allergen-Ingredient Map:84,
Tree Nut,big9,tree_nut__nut_oils,walnut oil,walnut oil,workbook_parenthetical,approved,approved,yes,4,4,0,100.00,100.00,4,Allergen-Ingredient Map:84,
Tree Nut,big9,tree_nut__nutella,Nutella,nutella,workbook_existing,approved,approved,yes,2,2,0,100.00,100.00,2,Allergen-Ingredient Map:85,
Tree Nut,big9,tree_nut__filbert,Filbert,filbert,workbook_existing,approved,approved,yes,1,1,0,100.00,100.00,1,Allergen-Ingredient Map:72,
Tree Nut,big9,tree_nut__karite,Karite,karite,workbook_existing,approved,approved,yes,1,1,0,100.00,100.00,1,Allergen-Ingredient Map:92,
Tree Nut,big9,tree_nut__nut_pieces,Nut pieces,nut pieces,workbook_existing,approved,approved,yes,1,1,0,100.00,100.00,1,Allergen-Ingredient Map:83,
Tree Nut,big9,tree_nut__chestnut,Chestnut,chestnut,workbook_existing,approved,approved,yes,22,0,22,0.00,0.00,22,Allergen-Ingredient Map:70,
Tree Nut,big9,tree_nut__shea_nut,Shea nut,shea nut,workbook_existing,approved,approved,yes,9,0,9,0.00,0.00,9,Allergen-Ingredient Map:92,
Tree Nut,big9,tree_nut__praline,pralines,pralines,rule_variant,generated,generated,yes,8,0,8,0.00,0.00,8,rule_from_alias:204,
Tree Nut,big9,tree_nut__walnut,blacks,blacks,rule_variant,generated,generated,yes,4,0,4,0.00,0.00,4,rule_from_alias:216,
Tree Nut,big9,tree_nut__coconut_milk,Coconutmilk,coconutmilk,manual_seed,approved,approved,yes,2,0,2,0.00,0.00,2,manual_seed,
Tree Nut,big9,tree_nut__almond_milk,almondmilks,almondmilks,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:454,
Tree Nut,big9,tree_nut__artificial_nuts,Artificial nuts,artificial nuts,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:65,
Tree Nut,big9,tree_nut__beechnut,Beechnut,beechnut,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:66,
Tree Nut,big9,tree_nut__beechnut,beechnuts,beechnuts,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:150,
Tree Nut,big9,tree_nut__walnut,Black,black,workbook_parenthetical,approved,demoted_auto,no,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:93,"Auto-demoted: support 4417, precision 0.062, exclusivity 0.062."
Tree Nut,big9,tree_nut__bush_nut,Bush nut,bush nut,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:77,
Tree Nut,big9,tree_nut__butternut,butternuts,butternuts,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:152,
Tree Nut,big9,tree_nut__walnut,californias,californias,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:214,
Tree Nut,big9,tree_nut__chestnut,chestnuts,chestnuts,rule_variant,generated,demoted_auto,no,0,0,0,0.00,0.00,0,rule_from_alias:155,"Auto-demoted: support 419, precision 0.031, exclusivity 0.031."
Tree Nut,big9,tree_nut__chinquapin_nut,Chinquapin nut,chinquapin nut,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:71,
Tree Nut,big9,tree_nut__coconut,Coconut,coconut,workbook_existing,approved,demoted_auto,no,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:94,"Auto-demoted: support 10091, precision 0.235, exclusivity 0.235."
Tree Nut,big9,tree_nut__coconut_milk,coconutmilks,coconutmilks,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:456,
Tree Nut,big9,tree_nut__natural_nut_extract,e.g,e g,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:80,
Tree Nut,big9,tree_nut__walnut,English,english,workbook_parenthetical,approved,demoted_auto,no,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:93,"Auto-demoted: support 425, precision 0.024, exclusivity 0.024."
Tree Nut,big9,tree_nut__walnut,englishs,englishs,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:212,
Tree Nut,big9,tree_nut__gianduja,Gianduja,gianduja,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:73,
Tree Nut,big9,tree_nut__gianduja,giandujas,giandujas,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:159,
Tree Nut,big9,tree_nut__ginkgo_nut,Ginkgo nut,ginkgo nut,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:74,
Tree Nut,big9,tree_nut__hickory_nut,Hickory nut,hickory nut,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:75,
Tree Nut,big9,tree_nut__walnut,japaneses,japaneses,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:211,
Tree Nut,big9,tree_nut__karite,karites,karites,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:206,
Tree Nut,big9,tree_nut__lichee,Lichee,lichee,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:76,
Tree Nut,big9,tree_nut__lichee,lichees,lichees,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:163,
Tree Nut,big9,tree_nut__litchi,Litchi,litchi,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:76,
Tree Nut,big9,tree_nut__litchi,litchis,litchis,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:162,
Tree Nut,big9,tree_nut__lychee_nut,Lychee nut,lychee nut,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:76,
Tree Nut,big9,tree_nut__marzipan,marzipans,marzipans,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:167,
Tree Nut,big9,tree_nut__nangai_nut,Nangai nut,nangai nut,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:79,
Tree Nut,big9,tree_nut__natural_nut_extract,Natural nut extract,natural nut extract,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:80,
Tree Nut,big9,tree_nut__natural_nut_extract,Natural nut extract almond,natural nut extract almond,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:80,
Tree Nut,big9,tree_nut__natural_nut_extract,Natural nut extract e.g,natural nut extract e g,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:80,
Tree Nut,big9,tree_nut__natural_nut_extract,Natural nut extract walnut,natural nut extract walnut,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:80,
Tree Nut,big9,tree_nut__nougat,nougats,nougats,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:175,
Tree Nut,big9,tree_nut__nut_butters,Nut butters,nut butters,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:82,
Tree Nut,big9,tree_nut__nut_butters,Nut butters almond,nut butters almond,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:82,
Tree Nut,big9,tree_nut__nut_butters,Nut butters cashew,nut butters cashew,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:82,
Tree Nut,big9,tree_nut__nut_butters,Nut butters hazelnut,nut butters hazelnut,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:82,
Tree Nut,big9,tree_nut__nut_butters,Nut butters pistachio,nut butters pistachio,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:82,
Tree Nut,big9,tree_nut__nut_meal,Nut meal,nut meal,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:83,
Tree Nut,big9,tree_nut__nut_meat,Nut meat,nut meat,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:83,
Tree Nut,big9,tree_nut__nut_oils,Nut oils,nut oils,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:84,
Tree Nut,big9,tree_nut__nut_oils,Nut oils almond oil,nut oils almond oil,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:84,
Tree Nut,big9,tree_nut__nut_oils,Nut oils walnut oil,nut oils walnut oil,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:84,
Tree Nut,big9,tree_nut__nut_paste,Nut paste,nut paste,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:83,
Tree Nut,big9,tree_nut__nutella,nutellas,nutellas,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:191,
Tree Nut,big9,tree_nut__pecan,pecans,pecans,rule_variant,generated,demoted_auto,no,0,0,0,0.00,0.00,0,rule_from_alias:192,"Auto-demoted: support 1641, precision 0.272, exclusivity 0.272."
Tree Nut,big9,tree_nut__walnut,Persian,persian,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:93,
Tree Nut,big9,tree_nut__walnut,persians,persians,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:207,
Tree Nut,big9,tree_nut__pesto,pestos,pestos,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:193,
Tree Nut,big9,tree_nut__pine_nut,pignoli,pignoli,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:89,
Tree Nut,big9,tree_nut__pine_nut,pignolis,pignolis,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:197,
Tree Nut,big9,tree_nut__pine_nut,pignon,pignon,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:89,
Tree Nut,big9,tree_nut__pine_nut,pignons,pignons,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:196,
Tree Nut,big9,tree_nut__pili_nut,Pili nut,pili nut,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:88,
Tree Nut,big9,tree_nut__pine_nut,Pine nut pignoli,pine nut pignoli,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:89,
Tree Nut,big9,tree_nut__pine_nut,Pine nut pignon,pine nut pignon,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:89,
Tree Nut,big9,tree_nut__pine_nut,Pine nut pinon,pine nut pinon,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:89,
Tree Nut,big9,tree_nut__pine_nut,Pine nut pinyon,pine nut pinyon,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:89,
Tree Nut,big9,tree_nut__pine_nut,pinon,pinon,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:89,
Tree Nut,big9,tree_nut__pine_nut,pinons,pinons,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:203,
Tree Nut,big9,tree_nut__pine_nut,pinyon,pinyon,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:89,
Tree Nut,big9,tree_nut__pine_nut,pinyons,pinyons,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:198,
Tree Nut,big9,tree_nut__walnut,Walnut Black,walnut black,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:93,
Tree Nut,big9,tree_nut__walnut,Walnut California,walnut california,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:93,
Tree Nut,big9,tree_nut__walnut,Walnut English,walnut english,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:93,
Tree Nut,big9,tree_nut__walnut,Walnut Japanese,walnut japanese,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:93,
Tree Nut,big9,tree_nut__walnut,Walnut Persian,walnut persian,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:93,
Wheat,big9,wheat__flour,Flour,flour,workbook_existing,approved,approved,yes,168622,82951,85671,49.19,49.19,395594,Allergen-Ingredient Map:106,
Wheat,big9,wheat__wheat,Wheat,wheat,workbook_existing,approved,approved,yes,164983,82300,82683,49.88,49.88,268012,Allergen-Ingredient Map:118,
Wheat,big9,wheat__flour,enriched,enriched,workbook_parenthetical,approved,approved,yes,127029,64754,62275,50.98,50.98,138190,Allergen-Ingredient Map:106,
Wheat,big9,wheat__wheat,starch,starch,workbook_parenthetical,approved,approved,yes,58184,24227,33957,41.64,41.64,77224,Allergen-Ingredient Map:118,
Wheat,big9,wheat__flour,whole wheat,whole wheat,workbook_parenthetical,approved,approved,yes,19839,12796,7043,64.50,64.50,21275,Allergen-Ingredient Map:106,
Wheat,big9,wheat__wheat,gluten,gluten,workbook_parenthetical,approved,approved,yes,15401,9153,6248,59.43,59.43,16029,Allergen-Ingredient Map:118,
Wheat,big9,wheat__wheat,Wheat gluten,wheat gluten,workbook_parenthetical,approved,approved,yes,14271,8749,5522,61.31,61.31,14657,Allergen-Ingredient Map:118,
Wheat,big9,wheat__modified_food_starch,Modified food starch,modified food starch,workbook_existing,approved,approved,yes,17038,6620,10418,38.85,38.85,19368,Allergen-Ingredient Map:110,
Wheat,big9,wheat__flour,Flour enriched,flour enriched,workbook_parenthetical,approved,approved,yes,9568,6011,3557,62.82,62.82,10396,Allergen-Ingredient Map:106,
Wheat,big9,wheat__flour,bread,bread,workbook_parenthetical,approved,approved,yes,7713,4615,3098,59.83,59.83,8076,Allergen-Ingredient Map:106,
Wheat,big9,wheat__wheat,malt,malt,workbook_parenthetical,approved,approved,yes,7986,3875,4111,48.52,48.52,8838,Allergen-Ingredient Map:118,
Wheat,big9,wheat__durum,Durum,durum,workbook_existing,approved,approved,yes,5187,3060,2127,58.99,58.99,6081,Allergen-Ingredient Map:101,
Wheat,big9,wheat__pasta,Pasta,pasta,workbook_existing,approved,approved,yes,5202,2845,2357,54.69,54.69,5847,Allergen-Ingredient Map:111,
Wheat,big9,wheat__semolina,Semolina,semolina,workbook_existing,approved,approved,yes,5854,2802,3052,47.86,47.86,6534,Allergen-Ingredient Map:113,
Wheat,big9,wheat__wheat,Wheat starch,wheat starch,workbook_parenthetical,approved,approved,yes,5005,2061,2944,41.18,41.18,5130,Allergen-Ingredient Map:118,
Wheat,big9,wheat__wheat,bran,bran,workbook_parenthetical,approved,approved,yes,3270,1851,1419,56.61,56.61,3371,Allergen-Ingredient Map:118,
Wheat,big9,wheat__vital_wheat_gluten,Vital wheat gluten,vital wheat gluten,workbook_existing,approved,approved,yes,3109,1776,1333,57.12,57.12,3179,Allergen-Ingredient Map:117,
Wheat,big9,wheat__bread_crumbs,Bread crumbs,bread crumbs,workbook_existing,approved,approved,yes,3682,1657,2025,45.00,45.00,3705,Allergen-Ingredient Map:95,
Wheat,big9,wheat__wheat,Wheat bran,wheat bran,workbook_parenthetical,approved,approved,yes,1923,1244,679,64.69,64.69,1924,Allergen-Ingredient Map:118,
Wheat,big9,wheat__flour,cake,cake,workbook_parenthetical,approved,approved,yes,1619,958,661,59.17,59.17,1739,Allergen-Ingredient Map:106,
Wheat,big9,wheat__flour,Flour durum,flour durum,workbook_parenthetical,approved,approved,yes,1235,899,336,72.79,72.79,1239,Allergen-Ingredient Map:106,
Wheat,big9,wheat__wheat_protein_isolate,Wheat protein isolate,wheat protein isolate,workbook_existing,approved,approved,yes,681,444,237,65.20,65.20,682,Allergen-Ingredient Map:122,
Wheat,big9,wheat__triticale,Triticale,triticale,workbook_existing,approved,approved,yes,524,405,119,77.29,77.29,531,Allergen-Ingredient Map:116,
Wheat,big9,wheat__bulgur,Bulgur,bulgur,workbook_existing,approved,approved,yes,615,344,271,55.93,55.93,672,Allergen-Ingredient Map:96,
Wheat,big9,wheat__wheat,germ,germ,workbook_parenthetical,approved,approved,yes,558,301,257,53.94,53.94,559,Allergen-Ingredient Map:118,
Wheat,big9,wheat__spelt,Spelt,spelt,workbook_existing,approved,approved,yes,368,282,86,76.63,76.63,369,Allergen-Ingredient Map:114,
Wheat,big9,wheat__wheat,Wheat germ,wheat germ,workbook_parenthetical,approved,approved,yes,512,279,233,54.49,54.49,513,Allergen-Ingredient Map:118,
Wheat,big9,wheat__flour,stone ground,stone ground,workbook_parenthetical,approved,approved,yes,535,243,292,45.42,45.42,543,Allergen-Ingredient Map:106,
Wheat,big9,wheat__flour,Flour whole wheat,flour whole wheat,workbook_parenthetical,approved,approved,yes,581,184,397,31.67,31.67,596,Allergen-Ingredient Map:106,
